Date,Category,Sales Revenue,Cost of Goods Sold (COGS),Quantity Sold,Profit,Market Share,Consumer Preference Index,Growth Rate (%),Marketing Spend,Customer Satisfaction,Competitor,Competitor Sales Revenue,Competitor Market Share,Location,Age Group,Seasonality,Sales Channel,Discount/Promotion,Return Rate (%)
2020-01-10,Beauty,890090.29,509502.67,724,380587.62,36.06,88,12.5,96165.09,3.5,Competitor C,797111.72,26.65,South America,51-65,Seasonal,Online,Yes,4.63
2020-02-03,Electronics,480308.0,259758.33,703,220549.67,40.05,82,10.64,85077.78,4.2,Competitor B,576173.35,20.95,South America,18-25,Year-Round,In-Store,No,5.32
2023-11-08,Clothing,586280.71,276109.49,1486,310171.22,26.97,74,19.78,88378.94,4.8,Competitor B,721709.69,26.12,Africa,51-65,Seasonal,Both,Yes,1.43
2024-07-02,Electronics,878743.01,505059.84,1372,373683.17,23.06,88,16.07,66176.0,4.7,Competitor B,561080.76,7.66,Europe,26-35,Year-Round,In-Store,Yes,5.05
2023-10-06,Sports & Outdoors,353439.78,177168.42,3023,176271.36,25.51,95,16.86,20621.73,3.9,Competitor C,661164.44,29.78,Africa,18-25,Year-Round,Online,Yes,8.38
2017-06-16,Beauty,348399.43,184176.84,4466,164222.59,43.98,65,5.68,56904.62,4.2,Competitor A,697709.31,24.82,South America,18-25,Year-Round,Both,No,9.65
2022-08-11,Home Goods,603352.97,266687.61,2372,336665.36,39.97,88,11.84,60195.35,4.4,Competitor B,604906.72,19.75,South America,18-25,Seasonal,Both,No,2.61
2019-12-19,Clothing,880426.19,370934.72,3486,509491.47,23.46,82,8.72,23473.9,4.1,Competitor C,754275.05,7.57,Africa,18-25,Seasonal,In-Store,No,7.54
2021-03-12,Clothing,739132.38,340245.57,774,398886.81,49.5,94,18.1,91692.48,4.3,Competitor A,606397.9,8.12,Asia,36-50,Seasonal,Both,Yes,8.45
2017-07-03,Home Goods,396864.48,213926.11,4860,182938.37,21.6,94,19.96,22636.23,4.5,Competitor A,638884.16,29.66,Europe,65+,Year-Round,In-Store,No,1.35
2021-07-22,Beauty,299114.25,132465.69,4487,166648.56,11.69,71,10.45,63888.25,4.9,Competitor B,736040.39,5.2,Africa,51-65,Seasonal,Online,Yes,1.41
2020-03-28,Beauty,792922.66,450540.24,956,342382.42,39.34,95,6.22,57559.39,4.2,Competitor C,760887.9,17.14,Europe,51-65,Seasonal,Both,No,7.42
2021-09-04,Home Goods,636177.32,290226.19,4733,345951.13,49.66,75,18.3,46833.3,4.6,Competitor C,534120.47,18.33,South America,26-35,Year-Round,Online,Yes,6.61
2022-01-08,Home Goods,614569.56,364215.71,2379,250353.85,28.99,83,13.99,76884.97,3.8,Competitor A,597663.76,5.35,Asia,18-25,Year-Round,Online,No,7.61
2020-12-27,Sports & Outdoors,732615.39,348399.7,1664,384215.69,15.33,64,17.56,96537.5,5.0,Competitor C,557523.19,22.24,North America,65+,Seasonal,In-Store,No,9.51
2024-09-06,Electronics,148851.28,64955.28,1080,83896.0,39.73,73,5.81,72443.73,4.6,Competitor C,525164.47,13.06,Asia,26-35,Year-Round,In-Store,Yes,4.35
2018-03-11,Home Goods,632314.98,307700.83,1645,324614.15,28.71,70,12.6,22814.29,3.7,Competitor A,635191.26,21.02,Europe,18-25,Year-Round,In-Store,Yes,1.04
2019-04-01,Home Goods,300198.95,135353.72,1441,164845.23,22.71,79,17.23,22947.95,4.3,Competitor A,618564.76,20.55,South America,51-65,Year-Round,In-Store,No,6.94
2024-05-22,Beauty,663259.8,324800.67,2862,338459.13,45.93,68,8.94,69154.48,3.9,Competitor A,630378.3,26.55,Africa,18-25,Year-Round,In-Store,No,9.74
2018-05-22,Clothing,538357.15,229763.7,2919,308593.45,15.22,85,19.19,41127.23,4.0,Competitor A,558560.94,12.56,South America,26-35,Seasonal,In-Store,No,5.14
2018-06-26,Clothing,634890.19,371014.15,3422,263876.04,32.25,83,18.77,47818.06,4.7,Competitor B,757789.8,19.52,Asia,36-50,Seasonal,Both,No,6.57
2021-07-28,Beauty,733100.21,307488.36,548,425611.85,10.36,78,16.41,91568.71,4.7,Competitor C,543503.87,28.36,Africa,65+,Year-Round,Both,Yes,4.31
2022-01-27,Clothing,182159.29,105696.79,2444,76462.5,43.03,93,16.05,80788.45,4.4,Competitor C,607685.19,10.08,Europe,51-65,Year-Round,In-Store,No,5.6
2021-08-08,Clothing,180826.24,108159.98,3629,72666.26,36.64,95,10.69,94996.33,3.9,Competitor A,578416.84,27.18,Africa,18-25,Seasonal,Online,No,3.81
2023-02-21,Home Goods,528605.65,273568.55,1946,255037.1,31.55,72,7.61,54872.6,3.5,Competitor C,726962.67,18.35,Asia,18-25,Seasonal,Both,No,1.19
2021-12-02,Sports & Outdoors,312362.22,182745.66,3055,129616.56,36.69,80,17.42,66681.77,3.9,Competitor C,612270.79,23.58,Asia,18-25,Year-Round,Both,No,7.3
2024-03-28,Clothing,701643.25,384469.64,1084,317173.61,19.95,83,11.59,51314.83,3.8,Competitor B,675066.11,21.01,South America,36-50,Year-Round,Both,No,5.13
2024-02-22,Sports & Outdoors,835433.19,377532.79,4305,457900.4,18.43,68,5.91,31832.7,3.9,Competitor A,502016.99,6.32,Europe,51-65,Seasonal,In-Store,No,8.31
2023-02-16,Beauty,355529.7,167025.29,4767,188504.41,22.61,87,16.8,53837.88,4.0,Competitor A,541429.52,24.5,Africa,36-50,Year-Round,Online,Yes,2.74
2024-12-08,Home Goods,757405.44,331458.13,931,425947.31,14.2,93,18.13,99065.59,3.7,Competitor B,707264.0,6.36,North America,26-35,Seasonal,Both,No,4.21
2021-06-24,Sports & Outdoors,113204.73,54030.59,3583,59174.14,33.58,71,13.69,42072.97,4.1,Competitor B,746472.9,18.19,Africa,51-65,Seasonal,In-Store,No,2.53
2022-11-12,Electronics,234472.29,100310.8,649,134161.49,12.71,89,5.86,56250.05,4.4,Competitor C,723503.68,25.87,North America,36-50,Seasonal,Both,Yes,7.35
2019-06-04,Beauty,716596.66,323419.79,2823,393176.87,26.46,62,13.35,24764.73,4.1,Competitor B,615363.05,25.35,Africa,51-65,Seasonal,Both,No,6.69
2018-05-20,Clothing,582511.25,252372.98,2680,330138.27,48.98,88,12.69,99898.93,4.7,Competitor C,544199.13,8.97,Africa,36-50,Year-Round,Both,Yes,4.66
2024-12-12,Electronics,121390.38,58373.4,4732,63016.98,10.19,74,14.23,11555.34,3.6,Competitor A,659408.86,5.6,Africa,51-65,Year-Round,Online,Yes,4.64
2022-10-23,Electronics,268782.22,135586.61,2752,133195.61,19.37,71,15.9,57226.33,3.7,Competitor B,632477.38,27.26,North America,36-50,Seasonal,In-Store,No,9.52
2020-09-22,Sports & Outdoors,790942.82,434568.44,1800,356374.38,46.09,61,17.04,19150.11,3.7,Competitor C,717460.37,25.28,South America,18-25,Year-Round,Online,Yes,4.96
2023-05-20,Sports & Outdoors,569220.48,249483.36,2786,319737.12,36.65,69,16.47,47348.55,3.7,Competitor C,507929.84,23.1,Africa,65+,Seasonal,In-Store,No,2.89
2024-08-04,Electronics,435830.29,219099.0,3582,216731.29,39.77,63,9.83,33294.15,3.5,Competitor C,522668.05,28.58,Europe,36-50,Year-Round,Both,Yes,7.19
2019-07-12,Clothing,917616.86,540011.97,965,377604.89,46.73,91,9.35,23041.06,4.1,Competitor C,716635.78,16.22,Africa,36-50,Year-Round,In-Store,No,9.18
2022-03-28,Clothing,411243.92,167904.96,1710,243338.96,21.54,60,16.72,41705.04,4.8,Competitor A,744914.94,28.77,Asia,18-25,Seasonal,Online,Yes,9.65
2022-08-22,Home Goods,182679.01,77823.51,3827,104855.5,46.2,66,10.74,84120.0,3.8,Competitor A,614388.11,17.98,Asia,26-35,Seasonal,Online,No,6.98
2018-01-18,Clothing,433882.39,220397.4,3733,213484.99,19.04,75,13.87,79146.18,4.5,Competitor B,741810.84,18.94,South America,18-25,Seasonal,Both,No,7.37
2021-03-14,Electronics,216549.07,98226.35,2638,118322.72,26.11,63,8.74,10017.24,4.5,Competitor B,666998.04,25.63,South America,18-25,Year-Round,Online,No,2.07
2019-01-13,Electronics,170323.43,72261.04,1244,98062.39,33.19,81,15.77,60750.52,4.5,Competitor C,529320.49,26.5,Asia,36-50,Seasonal,Online,Yes,6.53
2017-09-06,Sports & Outdoors,379950.24,155086.68,3507,224863.56,44.29,94,12.05,42638.16,4.2,Competitor B,539505.8,24.12,Asia,26-35,Year-Round,Online,Yes,4.98
2017-07-29,Electronics,473096.92,279816.48,1507,193280.44,19.65,70,7.89,95578.42,3.9,Competitor C,773278.95,19.46,South America,36-50,Seasonal,Online,Yes,4.07
2023-06-16,Home Goods,934048.8,449398.13,3309,484650.67,48.04,89,17.25,53882.58,3.9,Competitor B,537157.36,21.86,Europe,51-65,Year-Round,Online,Yes,5.93
2024-07-20,Beauty,910150.66,478894.01,3772,431256.65,28.72,82,16.5,96780.47,4.3,Competitor A,526343.04,24.04,Europe,36-50,Seasonal,In-Store,Yes,8.43
2017-09-27,Home Goods,818672.24,384880.18,680,433792.06,23.46,89,16.03,83486.48,5.0,Competitor C,669253.05,17.06,South America,51-65,Year-Round,In-Store,No,1.48
2024-12-27,Sports & Outdoors,978584.61,417744.65,846,560839.96,40.42,65,9.31,84681.79,4.1,Competitor A,540894.49,19.95,North America,51-65,Seasonal,Online,No,9.68
2017-09-06,Electronics,806272.96,331863.35,3398,474409.61,13.9,93,15.74,72467.53,4.0,Competitor A,698528.04,20.45,North America,36-50,Seasonal,Both,No,2.94
2019-11-13,Beauty,315872.96,141153.82,3214,174719.14,14.25,60,14.11,67326.66,4.7,Competitor C,710308.61,6.63,Asia,26-35,Seasonal,Online,Yes,7.39
2024-02-13,Beauty,933440.37,499276.72,3497,434163.65,33.35,94,14.37,94882.86,4.1,Competitor B,528952.15,24.02,Africa,18-25,Seasonal,Online,Yes,7.24
2017-11-26,Sports & Outdoors,220993.74,110492.66,4204,110501.08,39.97,92,13.84,44395.75,4.1,Competitor A,789021.84,19.67,Europe,51-65,Seasonal,Both,No,8.41
2022-08-27,Electronics,376469.45,213207.84,4068,163261.61,42.79,62,13.13,15887.36,4.2,Competitor C,505117.18,11.65,South America,36-50,Year-Round,Online,No,1.41
2021-03-29,Home Goods,991076.39,537324.39,2235,453752.0,18.94,88,12.99,45417.19,4.8,Competitor B,612427.25,24.99,Africa,65+,Seasonal,Online,No,3.94
2018-07-25,Beauty,142514.03,74914.55,1559,67599.48,28.29,94,7.0,76159.5,4.7,Competitor A,760305.9,19.72,Africa,36-50,Year-Round,Both,Yes,6.93
2024-03-31,Electronics,710391.25,345550.34,3643,364840.91,42.63,61,10.21,48968.23,4.4,Competitor C,583545.85,29.78,Africa,65+,Seasonal,In-Store,No,9.94
2024-12-21,Home Goods,244807.65,135750.23,4283,109057.42,17.58,75,19.96,16069.12,4.3,Competitor C,662521.47,24.37,Asia,36-50,Year-Round,In-Store,Yes,8.59
2017-06-23,Electronics,255095.98,112809.32,991,142286.66,35.5,64,12.56,70235.09,4.0,Competitor B,622061.16,15.96,Asia,18-25,Seasonal,In-Store,Yes,7.5
2018-02-23,Sports & Outdoors,332885.95,141731.93,2313,191154.02,13.73,81,11.24,77072.62,4.7,Competitor A,682931.94,26.73,North America,51-65,Seasonal,Both,Yes,8.64
2022-12-27,Clothing,321966.32,188499.12,4880,133467.2,40.28,95,16.62,69017.68,4.9,Competitor B,540979.78,11.59,Asia,51-65,Year-Round,Both,No,9.83
2024-06-07,Beauty,438628.23,219942.56,2930,218685.67,22.44,95,12.95,82206.43,4.1,Competitor B,640357.02,13.47,Asia,51-65,Year-Round,In-Store,Yes,2.56
2023-12-14,Clothing,459905.79,207003.03,550,252902.76,15.27,90,7.1,48525.32,4.8,Competitor C,798420.18,9.39,Europe,51-65,Year-Round,Online,No,6.12
2022-05-29,Sports & Outdoors,117624.45,63296.43,3919,54328.02,39.39,69,9.01,55178.54,3.6,Competitor B,799936.47,15.55,Europe,26-35,Year-Round,In-Store,Yes,6.1
2020-09-17,Beauty,200148.63,87041.57,628,113107.06,35.84,93,18.5,39773.05,4.9,Competitor A,533032.83,22.67,Europe,36-50,Seasonal,Both,Yes,1.61
2020-08-09,Sports & Outdoors,373562.19,154265.85,1724,219296.34,27.89,72,16.68,42902.45,4.8,Competitor B,736909.53,26.82,Asia,51-65,Seasonal,In-Store,No,7.45
2020-08-05,Clothing,401310.32,172676.89,962,228633.43,35.66,60,6.89,38810.83,3.6,Competitor B,506091.79,16.51,Africa,18-25,Seasonal,Both,Yes,5.95
2022-12-12,Home Goods,981686.79,553865.14,550,427821.65,31.15,94,14.85,59219.96,3.6,Competitor A,622862.68,19.91,North America,65+,Year-Round,In-Store,Yes,2.78
2024-05-07,Sports & Outdoors,858191.75,433468.21,1016,424723.54,39.13,93,10.21,14040.6,4.3,Competitor A,764032.66,8.39,Asia,36-50,Year-Round,In-Store,No,1.89
2017-02-21,Electronics,729972.64,407941.86,1667,322030.78,30.98,61,9.61,54200.29,3.9,Competitor C,500619.7,16.1,Africa,36-50,Year-Round,Both,Yes,1.99
2023-12-18,Home Goods,865280.23,383064.77,4036,482215.46,11.27,84,16.63,60478.49,4.6,Competitor C,538209.15,16.06,North America,36-50,Year-Round,Both,No,6.51
2021-07-06,Beauty,856059.67,363127.88,1082,492931.79,42.48,71,5.42,33076.19,4.7,Competitor B,724245.21,29.58,North America,51-65,Seasonal,Online,No,8.14
2024-08-03,Sports & Outdoors,896604.01,473075.24,4942,423528.77,31.23,94,11.92,67146.43,3.6,Competitor B,552656.34,20.57,South America,51-65,Year-Round,Online,No,2.88
2019-03-03,Sports & Outdoors,641506.55,270900.98,1759,370605.57,37.24,85,15.37,25622.45,3.9,Competitor C,743486.77,22.98,Asia,36-50,Seasonal,Online,No,6.25
2018-08-06,Home Goods,520872.55,250421.11,3115,270451.44,15.79,66,14.87,27335.86,5.0,Competitor A,574745.4,26.7,Asia,18-25,Year-Round,Both,No,7.26
2024-05-02,Sports & Outdoors,292283.45,171786.33,2437,120497.12,47.46,90,13.72,88545.38,3.6,Competitor B,546678.48,10.29,Europe,18-25,Year-Round,Online,No,2.88
2021-02-21,Clothing,769421.17,429983.1,3359,339438.07,23.57,68,6.08,74540.73,3.6,Competitor C,541265.58,10.91,Asia,18-25,Year-Round,Online,No,6.02
2022-08-01,Clothing,546624.06,243875.64,4253,302748.42,34.19,62,7.01,25979.9,4.6,Competitor A,568125.01,22.87,Europe,18-25,Seasonal,Online,No,9.2
2018-02-02,Clothing,380153.03,222955.09,2030,157197.94,22.73,83,6.72,62659.31,4.9,Competitor A,527039.08,28.89,Europe,65+,Year-Round,In-Store,No,2.22
2018-02-03,Electronics,708697.1,384747.69,1847,323949.41,18.06,87,5.72,40373.53,3.7,Competitor B,691519.51,9.74,Africa,51-65,Year-Round,Online,Yes,7.3
2022-10-31,Sports & Outdoors,974150.64,468514.53,720,505636.11,15.46,81,17.69,36140.4,3.8,Competitor C,594171.51,17.65,Europe,18-25,Year-Round,Both,No,6.0
2021-06-12,Electronics,999676.56,556335.34,2293,443341.22,15.21,82,18.51,31244.34,3.8,Competitor C,600796.84,14.82,Asia,18-25,Year-Round,In-Store,Yes,8.67
2024-01-09,Beauty,502091.35,241009.1,4725,261082.25,43.18,70,8.0,23039.16,4.0,Competitor B,668444.45,10.07,Europe,51-65,Year-Round,In-Store,Yes,2.24
2019-11-03,Home Goods,765056.39,347235.91,2733,417820.48,47.93,70,12.1,88276.97,3.6,Competitor A,500543.16,28.87,Africa,36-50,Seasonal,Online,No,3.98
2023-11-03,Home Goods,826692.55,454861.37,3837,371831.18,45.51,65,6.01,20361.11,4.5,Competitor B,681926.07,28.63,South America,65+,Seasonal,In-Store,No,2.28
2023-08-10,Electronics,121738.79,58650.2,4002,63088.59,16.6,63,18.71,87044.05,4.8,Competitor A,761765.18,8.36,North America,51-65,Year-Round,Online,Yes,9.49
2022-02-25,Beauty,555606.7,286317.84,699,269288.86,22.95,73,7.12,25761.85,4.5,Competitor B,525617.44,14.35,South America,51-65,Seasonal,In-Store,Yes,1.49
2020-11-04,Sports & Outdoors,874130.89,367885.41,1870,506245.48,38.04,65,5.06,36868.9,5.0,Competitor C,760647.78,26.76,Africa,18-25,Year-Round,In-Store,Yes,9.87
2020-09-18,Beauty,993298.4,582939.41,2472,410358.99,32.84,74,6.43,24596.15,4.6,Competitor C,519866.79,7.42,Asia,36-50,Seasonal,Both,No,1.45
2023-01-26,Home Goods,566406.04,339397.37,1552,227008.67,38.47,89,8.44,27556.65,3.8,Competitor B,529529.86,20.7,Africa,26-35,Year-Round,In-Store,Yes,7.94
2017-02-25,Home Goods,515194.56,284567.49,4901,230627.07,37.55,72,9.75,69047.02,3.6,Competitor A,747753.27,6.38,Europe,51-65,Year-Round,In-Store,No,6.45
2018-09-05,Electronics,936681.96,460138.62,1397,476543.34,26.38,61,7.64,19399.26,4.2,Competitor C,717082.6,26.22,Africa,26-35,Year-Round,Online,Yes,5.53
2018-11-05,Sports & Outdoors,167395.75,71340.7,528,96055.05,17.94,87,6.77,94579.67,4.0,Competitor A,687487.97,16.31,Europe,51-65,Year-Round,In-Store,Yes,6.68
2021-08-21,Clothing,806874.48,402021.99,4634,404852.49,15.15,73,12.06,67061.75,4.7,Competitor C,520118.65,9.04,South America,26-35,Year-Round,In-Store,No,1.46
2019-02-27,Sports & Outdoors,954668.95,511341.5,832,443327.45,49.43,92,11.16,69741.98,4.0,Competitor B,782618.47,25.61,Africa,26-35,Seasonal,Both,No,9.15
2023-02-17,Clothing,502800.82,208395.68,2629,294405.14,19.57,64,16.98,78234.54,4.1,Competitor A,669086.22,9.39,Asia,51-65,Year-Round,In-Store,No,5.91
2019-08-13,Clothing,309825.77,151215.74,3323,158610.03,33.66,65,7.31,39761.8,4.9,Competitor C,550259.23,27.52,North America,65+,Seasonal,In-Store,No,5.89
2024-12-12,Electronics,577160.7,287313.68,784,289847.02,23.69,85,15.88,89951.04,4.9,Competitor C,725736.51,13.43,South America,36-50,Year-Round,Online,No,1.33
2020-09-30,Clothing,764082.44,420309.65,2478,343772.79,33.3,90,11.99,80014.91,4.3,Competitor B,750666.24,15.31,Europe,65+,Year-Round,Both,Yes,1.98
2018-01-24,Electronics,706330.13,304990.33,3276,401339.8,18.72,64,12.93,60368.74,4.8,Competitor A,741261.99,17.65,North America,36-50,Year-Round,Online,Yes,6.84
2020-12-07,Home Goods,540293.5,304940.42,2896,235353.08,13.67,75,17.77,57362.73,4.2,Competitor B,590905.55,24.84,Asia,36-50,Year-Round,Online,Yes,4.81
2023-02-01,Electronics,219251.22,89263.98,3274,129987.24,28.46,71,16.95,34285.12,3.6,Competitor A,799546.39,15.19,Europe,36-50,Year-Round,In-Store,No,8.03
2018-11-10,Beauty,440413.99,190434.62,4951,249979.37,47.71,78,18.87,76435.66,4.2,Competitor B,508015.64,26.04,Europe,65+,Seasonal,Both,Yes,8.93
2017-05-10,Clothing,529474.58,310703.92,3360,218770.66,38.8,74,6.6,43640.13,4.6,Competitor C,640066.44,13.01,Europe,65+,Seasonal,Online,No,3.03
2021-04-08,Sports & Outdoors,653190.1,287393.45,2927,365796.65,15.8,65,10.34,53508.21,4.9,Competitor B,631116.79,18.56,Asia,65+,Year-Round,In-Store,No,8.08
2020-04-23,Clothing,633386.93,277996.03,1817,355390.9,34.87,93,7.43,85077.41,3.7,Competitor B,559121.59,10.27,North America,36-50,Year-Round,In-Store,Yes,5.81
2020-01-06,Electronics,297907.79,120981.18,3289,176926.61,48.98,92,12.38,23509.82,4.7,Competitor C,609922.74,12.11,Africa,65+,Year-Round,In-Store,Yes,6.46
2023-04-12,Clothing,117133.44,69850.75,4826,47282.69,43.88,84,12.49,44399.17,4.4,Competitor B,707351.34,15.7,South America,18-25,Year-Round,Online,Yes,8.8
2020-08-11,Home Goods,219334.84,89729.91,1380,129604.93,46.67,60,9.66,31579.34,4.5,Competitor B,687441.62,8.32,Europe,51-65,Year-Round,In-Store,Yes,3.65
2020-08-18,Beauty,185065.01,85536.76,2929,99528.25,43.26,81,18.08,77366.36,4.7,Competitor C,568513.21,23.07,Asia,26-35,Seasonal,Both,Yes,8.13
2020-10-30,Beauty,550925.37,242281.97,3064,308643.4,25.96,63,18.65,74202.97,4.1,Competitor C,640455.89,28.07,Asia,65+,Seasonal,In-Store,No,3.17
2017-11-07,Electronics,204817.43,82032.3,3015,122785.13,48.21,81,19.37,84575.96,3.5,Competitor A,644035.64,6.71,North America,65+,Seasonal,Both,Yes,9.66
2018-09-26,Sports & Outdoors,571157.35,236789.5,2597,334367.85,35.9,89,10.82,27258.05,3.8,Competitor A,696495.02,5.11,North America,65+,Seasonal,In-Store,No,6.37
2017-06-24,Sports & Outdoors,991977.85,473203.5,2561,518774.35,47.35,63,6.75,39866.69,4.2,Competitor A,612215.49,10.97,South America,26-35,Seasonal,Both,No,2.25
2022-06-19,Sports & Outdoors,754797.51,435556.01,3437,319241.5,49.85,72,6.07,97379.61,3.6,Competitor C,717941.86,15.34,North America,65+,Year-Round,In-Store,Yes,3.01
2017-07-15,Beauty,597784.21,310818.87,4781,286965.34,29.11,69,9.48,75914.54,3.8,Competitor C,578736.05,29.61,South America,18-25,Seasonal,In-Store,Yes,9.08
2021-11-21,Clothing,165872.27,90699.43,2563,75172.84,10.42,75,14.32,52098.36,5.0,Competitor B,662727.15,11.89,South America,18-25,Seasonal,Online,No,2.84
2024-11-23,Clothing,430487.22,216602.52,3508,213884.7,46.17,77,16.97,97063.79,3.6,Competitor B,607381.55,12.79,North America,36-50,Year-Round,Both,No,4.62
2022-11-25,Beauty,407843.6,215892.25,3004,191951.35,43.57,87,9.26,55197.7,4.5,Competitor A,724107.07,12.26,South America,65+,Seasonal,In-Store,Yes,7.19
2019-01-24,Clothing,185473.35,99350.54,1500,86122.81,25.42,91,8.41,68480.63,4.3,Competitor C,558556.11,14.06,South America,26-35,Year-Round,Online,No,3.72
2019-05-29,Sports & Outdoors,295496.14,173121.63,3264,122374.51,13.8,83,13.19,92178.32,3.7,Competitor A,621255.69,18.17,Africa,51-65,Year-Round,In-Store,No,5.24
2024-01-01,Beauty,202941.31,82229.94,509,120711.37,31.84,81,5.7,94117.13,4.1,Competitor C,760990.39,9.25,North America,51-65,Year-Round,Online,Yes,5.05
2019-12-26,Sports & Outdoors,734416.9,386238.17,4162,348178.73,43.48,72,17.46,39460.23,3.6,Competitor C,632024.61,19.41,South America,26-35,Seasonal,Online,No,5.7
2020-09-24,Electronics,252703.63,127639.44,4226,125064.19,14.93,84,14.59,20970.18,3.7,Competitor A,520085.61,7.49,South America,26-35,Seasonal,Online,Yes,5.32
2018-09-23,Electronics,795850.84,441397.59,2819,354453.25,39.54,70,12.31,15029.38,4.1,Competitor C,761302.21,29.55,North America,26-35,Year-Round,Both,No,6.36
2024-02-13,Home Goods,528415.66,291512.9,1043,236902.76,31.71,93,10.12,40522.83,3.7,Competitor B,688214.84,5.37,Africa,18-25,Year-Round,Both,Yes,5.59
2024-08-15,Sports & Outdoors,621495.45,369023.37,4068,252472.08,20.67,80,11.81,81167.93,4.7,Competitor B,596213.59,12.18,Asia,36-50,Seasonal,Both,No,1.02
2017-09-06,Beauty,753419.65,363274.55,2179,390145.1,12.55,87,11.02,71385.93,3.6,Competitor C,705816.11,7.27,South America,65+,Year-Round,Both,No,9.65
2022-01-19,Sports & Outdoors,688575.01,359763.37,2687,328811.64,29.38,94,5.32,30595.0,4.1,Competitor A,797986.12,28.12,North America,18-25,Seasonal,Both,Yes,6.21
2024-03-31,Clothing,560792.46,242563.11,4050,318229.35,11.07,61,9.81,35352.27,3.8,Competitor C,537434.3,13.73,Asia,51-65,Year-Round,In-Store,Yes,3.89
2021-10-11,Beauty,526057.86,242341.89,4915,283715.97,34.85,64,5.35,52229.65,4.4,Competitor B,614155.36,8.67,South America,26-35,Seasonal,Both,Yes,1.62
2017-12-17,Clothing,426265.54,237978.32,3053,188287.22,13.31,70,11.0,28972.85,4.2,Competitor C,614834.88,8.18,North America,18-25,Seasonal,Both,Yes,6.86
2022-11-16,Home Goods,925294.01,529804.32,2189,395489.69,12.99,74,6.03,18339.5,4.1,Competitor B,683111.82,16.71,South America,26-35,Year-Round,In-Store,No,6.92
2017-08-09,Clothing,107218.66,53088.09,3149,54130.57,30.23,92,9.98,63857.59,4.5,Competitor A,727069.26,8.13,Africa,51-65,Seasonal,In-Store,Yes,6.23
2023-09-22,Home Goods,599881.86,308735.74,674,291146.12,37.75,87,15.87,46495.19,4.0,Competitor B,683621.56,17.11,Africa,65+,Seasonal,Both,Yes,7.14
2020-12-10,Home Goods,450515.83,186679.69,1427,263836.14,46.56,95,19.65,45128.85,4.0,Competitor A,669291.3,23.4,North America,26-35,Seasonal,In-Store,Yes,2.32
2022-04-22,Electronics,626884.4,353959.99,1272,272924.41,49.48,90,6.76,60057.69,4.0,Competitor A,502949.6,14.47,Europe,51-65,Year-Round,In-Store,No,8.6
2017-05-06,Clothing,274999.62,118868.57,1955,156131.05,32.33,91,17.51,28362.45,4.0,Competitor C,755197.68,28.37,Asia,36-50,Seasonal,Online,No,5.5
2024-02-19,Beauty,514905.92,267921.09,3936,246984.83,49.4,65,10.36,20057.98,3.6,Competitor A,791643.74,8.82,Asia,26-35,Year-Round,Online,Yes,1.17
2017-03-03,Home Goods,688525.42,388095.83,4861,300429.59,42.08,73,15.76,50515.55,4.1,Competitor B,723132.95,22.38,Africa,36-50,Seasonal,In-Store,Yes,1.78
2024-08-26,Home Goods,835100.97,362304.88,2906,472796.09,35.8,80,16.97,54034.53,4.7,Competitor B,697610.25,7.53,North America,26-35,Seasonal,Online,No,8.17
2021-09-04,Sports & Outdoors,362834.02,174840.41,4934,187993.61,31.0,89,15.29,39154.41,3.7,Competitor C,701966.91,15.2,North America,36-50,Year-Round,Online,No,2.8
2022-08-09,Sports & Outdoors,925886.47,462903.03,2572,462983.44,13.34,64,17.74,75852.76,4.6,Competitor A,590374.47,12.28,Europe,36-50,Seasonal,Online,Yes,8.04
2022-06-13,Home Goods,464332.17,246978.59,4631,217353.58,46.48,88,13.46,74356.97,4.5,Competitor B,574097.93,27.59,Asia,18-25,Year-Round,Online,Yes,5.76
2020-02-14,Sports & Outdoors,350464.97,156005.82,1287,194459.15,43.65,76,11.84,49721.73,4.2,Competitor A,736249.28,23.79,Europe,36-50,Seasonal,In-Store,No,2.28
2022-11-22,Electronics,980429.55,519225.12,2726,461204.43,11.16,95,10.93,27620.3,4.9,Competitor C,664225.56,8.82,Europe,36-50,Year-Round,In-Store,No,6.32
2019-11-21,Electronics,726331.67,371192.66,1600,355139.01,35.08,75,8.93,57252.3,4.9,Competitor B,736776.28,18.69,South America,26-35,Seasonal,Both,No,2.63
2017-12-14,Home Goods,769936.72,406423.18,4348,363513.54,21.05,71,16.84,99597.86,4.4,Competitor C,611609.01,27.33,South America,65+,Seasonal,In-Store,No,3.31
2020-12-05,Electronics,578298.4,247882.76,4846,330415.64,20.93,70,9.49,69258.96,4.0,Competitor B,530680.92,9.15,Africa,26-35,Seasonal,Both,No,6.8
2023-01-17,Electronics,667852.23,320807.24,2905,347044.99,19.14,60,17.05,72782.59,3.5,Competitor A,522443.61,15.04,Asia,26-35,Year-Round,In-Store,Yes,4.75
2017-10-07,Clothing,402162.65,201109.3,4978,201053.35,29.49,92,9.55,54799.05,3.6,Competitor A,732167.04,10.73,Africa,65+,Year-Round,In-Store,Yes,7.53
2024-05-02,Home Goods,575060.58,307901.75,1921,267158.83,21.29,85,9.08,31287.92,4.6,Competitor C,658170.45,7.2,Asia,36-50,Seasonal,In-Store,No,4.83
2017-04-29,Beauty,143010.97,76153.01,3165,66857.96,14.2,74,13.97,19673.56,4.9,Competitor C,787092.44,22.39,South America,65+,Seasonal,Online,No,8.1
